id,name,address,
1093,小滝歯科,文京区千駄木３−４４−７,
1094,こいずみ矯正歯科,文京区根津１−４−４河内ビル３Ｆ,
1095,吉野歯科クリニック,文京区向丘１−１３−５シーアイマンション本郷向丘１Ｆ,
1096,田中歯科医院,文京区向丘２−１７−１８,
1097,依田歯科医院,文京区湯島１−２−１２ライオンズプラザお茶の水１Ｆ,
1098,医療法人社団憲清会 堀江歯科クリニック,文京区本郷２−１３−１０湯浅ビル２Ｆ,
1099,向丘歯科医院,文京区向丘２−３−８ニュー本郷マンション２０４,
1100,田中充歯科クリニック,文京区湯島２−１７−９ビネスト湯島１Ｆ,
1101,歯科真砂診療所,文京区本郷４−５−９ダイアパレス真砂２Ｆ,
1102,医療法人社団幸歯会 福徳歯科医院,文京区本駒込５−４５−４−２０２,
1103,医療法人社団鶴寿会 榎歯科クリニック,文京区本郷４−２５−９−１０１ブラウンハイツ本郷,
1104,近藤歯科クリニック,文京区向丘１−１０−２ザ・プラザオーベル白山２０３,
1105,辻村歯科医院,文京区根津１−２２−１０,
1106,森歯科医院,文京区千駄木４−１３−６アドリーム文京動坂ｊ−２０２,
1107,たかはし歯科医院,文京区本駒込１−４−４旭商店白山ビル２Ｆ,
1108,馬場歯科医院,文京区千駄木５−３４−１,
1109,松原歯科医院,文京区本駒込３−１−９,
1110,平井歯科医院,文京区本郷４−１７−９平井ビル３Ｆ,
1111,本田歯科医院,文京区本郷２−２７−６ガーラ本郷三丁目,
1112,須川歯科医院,文京区本郷２−３８−１４ＴＫビル２Ｆ,
1113,三羽歯科,文京区本郷１−１９−６田中水道橋ビル１Ｆ,
1114,瓜生歯科医院,文京区根津２−１６−８トミタビル２Ｆ,
1115,ファミリー歯科,文京区本郷２−２６−１１種苗会館４Ｆ,
1116,北村歯科医院,文京区湯島１−７−９内山ビル２０１,
1117,和久本歯科医院,文京区本郷３−４３−１４グランドメゾン本郷三丁目１０１,
1118,医療法人社団仁和会 佐藤歯科医院,文京区本郷１−１６−２亀山ビル,
1119,醍醐歯科医院,文京区本駒込２−２７−１５ＪＥＳビル２Ｆ,
1120,岩波歯科医院,文京区千駄木４−２２−２,
1121,重見歯科医院,文京区湯島３−３５−９渡辺ビル２Ｆ,
1122,清歯科,文京区本郷４−１５−３ＭＳ本郷,
1123,フジタ歯科医院,文京区本駒込２−８−８藤田ビル１Ｆ,
1124,松岡歯科医院,文京区本郷５−２８−５,
1125,岡地歯科医院,文京区本郷１−２３−６,
1126,大野歯科医院,文京区本郷２−２５−１４第一ライトビル１０１,
1127,小谷歯科医院,文京区本郷３−２５−１２,
1128,内藤歯科医院,文京区千駄木４−８−６,
1129,団子坂歯科,文京区千駄木２−２８−４,
1130,ニコライ歯科,文京区根津１−２３−９プレジデントハイツ２０２,
1131,秋山歯科医院,文京区本駒込３−３４−１２,
1132,愛三歯科,文京区千駄木３−５０−１２モナーク千駄木１０４,
1133,安東歯科医院,文京区本駒込３−１７−５安東ビル１０１,
1134,さとう歯科医院,文京区本郷３−３９−３,
1135,川俣歯科医院,文京区本駒込４−４０−１１ニシタケビル２Ｆ,
1136,湯島歯科,文京区湯島２−３３−１ＮＸビル３Ｆ,
1137,石神歯科医院,文京区湯島３−１６−１０徳和ビル２Ｆ,
1138,中島矯正歯科クリニック,文京区湯島２−３３−１ＮＸビル１Ｆ,
1139,ツギオ歯科,文京区千駄木３−３７−１７,
1140,中島歯科,文京区千駄木２−４３−３,
1141,医療法人社団樹正会 丸山歯科医院,文京区本駒込５−４４−２,
1142,デンタルオフィスKEN,文京区本郷５−２３−１１林華ビル２階,
1143,石田歯科医院,文京区千駄木２−４８−１８カテリーナ千駄木１０２,
1144,ライオンズビル歯科,東京都台東区雷門2-3-5-3F,
1145,医療法人社団 椿診療所 椿デンタルクリニック,台東区日本堤１−６−１１−３Ｆ,
1146,レイ歯科・矯正歯科,台東区浅草橋２−１５−７本山ビル１階,
1147,浅草スカイデンタルクリニック,台東区花川戸２−１８−２長浜ビル３階,
1148,母家歯科医院,台東区蔵前１−７−３三光ビル２階,
1149,二宮歯科診療室,台東区浅草橋５−２０−８ＣＳタワー１０９,
1150,山口よしのぶ歯科医院,台東区千束１−８−１ユーポ山口１階,
1151,はな歯科,台東区寿１−６−７ユーハイツ伸光２０２,
1152,タチバナ歯科医院,台東区浅草３−３０−５,
1153,ナカデン デンタルオフィス,台東区花川戸１−２−６中傳ビル６Ｆ,
1154,さや歯科医院,台東区西浅草３−１６−８岡林ビル２Ｆ,
1155,医療法人社団デンタルプロップス 西浅草デンタルクリニック,台東区浅草３−１２−５サンハイツ浅草１Ｆ,
1156,医療法人社団伸雅会 浅草橋歯科医院,台東区浅草橋１−３２−６−１Ｆ,
1157,はじめ歯科,台東区寿３−４−４ラルーチェ寿１０１,
1158,えづれ歯科医院,台東区西浅草３−２９−９,
1159,医療法人社団　レガリア会 冨永矯正歯科,台東区雷門２−１８−１５コレクション雷門ビル３Ｆ,
1160,柳川歯科医院,台東区浅草橋１−３６−４,
1161,安田歯科醫院,台東区花川戸１−１５−１フェスタ花川戸２０１,
1162,桐歯科医院,台東区橋場１−９−６コートポローニア２Ｆ,
1163,小林歯科医院,台東区西浅草２−１６−１,
1164,渡辺歯科医院,台東区浅草４−２７−３,
1165,医療法人社団藤の会 浅草橋デンタルクリニック,台東区浅草橋５−２−２浅草橋ハイツ３０２,
1166,月山歯科医院,台東区元浅草２−７−１２東宝マンション２０１,
1167,医療法人社団医康会 ジェイエムビル歯科医院,台東区蔵前２−６−３ジェイエムビル５Ｆ,
1168,岩本歯科,台東区松が谷３−１−２栗林ビル２Ｆ,
1169,医療法人社団　仁洋会 須田歯科クリニック,台東区浅草橋１−２４−３杉木立ビル２Ｆ,
1170,柳沢歯科,台東区浅草橋１−４−６遠藤ビル３Ｆ,
1171,ヒグチデンタルクリニック,台東区雷門１−８−１−１Ｆ,
1172,永石歯科クリニック,台東区松が谷１−１−１嵐川ビル２Ｆ,
1173,かつ歯科医院,台東区日本堤１−２６−１日本堤レジデンス１Ｆ,
1174,船坂歯科診療所,台東区柳橋２−６−８南雲ビル２Ｆ,
1175,山岸歯科医院,台東区蔵前３−２０−１ネイバリング山岸ビル,
1176,中島歯科医院,台東区浅草１−１３−１,
1177,鳥居デンタルクリニック,台東区三筋１−７−３メゾン・ド佐藤２Ｆ,
1178,高田歯科医院,台東区千束４−６−５,
1179,鬼久保歯科医院,台東区鳥越２−５−８,
1180,ひきば歯科医院,台東区蔵前４−３３−８ＨＫビル２Ｆ,
1181,宮内歯科医院,台東区浅草６−６−１,
1182,石川歯科医院,台東区雷門２−１−１１,
1183,半田歯科医院,台東区元浅草４−６−５今井ビル１０１,
1184,関戸歯科医院,台東区西浅草２−１２−８関戸ＢＬＤＧ２Ｆ,
1185,五明歯科医院,台東区駒形２−５−３モチヅキビル２Ｆ,
1186,やまうち歯科,台東区浅草３−１６−１ディアハイム浅草２０４,
1187,ソヤムラ歯科医院,台東区鳥越１−７−１曽谷村ビル２Ａ,
1188,八木下歯科医院,台東区松が谷２−２７−１２,
1189,医療法人社団松山会 ことぶきわたなべ歯科医院,台東区寿２−３−６,
1190,伊藤歯科医院,台東区三筋２−９−２,
1191,医療法人社団徳裕会 西川歯科医院,台東区浅草６−２０−８,
1192,佐藤歯科医院今戸クリニック,台東区今戸２−３９−９,
1193,元浅草歯科医院,台東区元浅草３−６−１石澤ビル２Ｆ,
1194,馬道歯科診療所,台東区浅草２−３２−１０山崎ビル２Ｆ,
1195,台東歯科クリニック,台東区雷門２−１１−８冨山ビル,
1196,医療法人社団輝昌会 田歯科医院,台東区浅草４−４４−９佐久間ビル２Ｆ,
1197,田中歯科医院,台東区浅草６−４２−７,
1198,品川歯科医院,台東区松が谷１−１２−１０,
1199,土田歯科医院,台東区千束２−３２−７コンフォートスズヤ　１階,
1200,医療法人社団藤惣会 藤関歯科医院浅草,台東区浅草１−２２−１１冨士屋ビル２Ｆ,
1201,池野谷歯科医院,台東区寿２−７−１４,
1202,庄司歯科医院,台東区西浅草３−２０−８,
1203,真木歯科医院,台東区今戸１−３−１３さくらコーポ１０１,
1204,野間口歯科医院,台東区西浅草３−１６−９ＤＨビル２Ｆ,
1205,巣山歯科医院,台東区柳橋２−６−４木島ビル６Ｆ,
1206,医療法人社団恵愛会 腰原歯科クリニック,台東区浅草橋１−９−１２浅草橋駅前ビル４Ｆ,
1207,大出歯科,台東区清川１−１９−８,
1208,山本歯科医院,台東区寿１−１−３,
1209,中野歯科クリニック,台東区柳橋１−２３−３ＶＯＲＴ浅草橋駅前４Ｆ,
1210,ライオンズビル歯科医院,台東区雷門２−３−５ライオンズビル３Ｆ,
1211,久木留歯科,台東区浅草３−２２−１,
1212,原本歯科医院,台東区寿４−１２−７第一矢口ビル４Ｆ,
1213,今村歯科医院,台東区雷門２−１４−８,
1214,医療法人社団勝誠会 田原町歯科医院,台東区西浅草１−２−２八宝ビル４Ｆ,
1215,代田歯科医院,台東区寿３−７−１０,
1216,菊屋橋歯科,台東区元浅草４−８−１２,
1217,アイ歯科,台東区鳥越１−２２−４青洲アベニュー高３０１,
1218,久保歯科医院,台東区日本堤１−８−１,
1219,鈴木歯科医院,台東区元浅草４−１０−４,
1220,松木歯科医院,台東区小島２−３−８松木歯科ビル,
1221,戸沢歯科医院,台東区浅草３−２４−９戸沢ビル,
1222,医療法人社団宮元会 花川戸歯科医院,台東区花川戸１−１１−６エリ−ゼ片岡ビル３〜５Ｆ,
1223,江口歯科クリニック,台東区元浅草２−１１−９滝井ビル２Ｆ,
1224,加藤歯科医院,台東区浅草橋３−３−２,
1225,医療法人社団 英歯会 いしやま歯科・矯正歯科,台東区花川戸１−２−３浅草駅ビル４Ｆ,
1226,佐藤歯科医院,台東区浅草６−３８−５,
1227,キヅキ歯科医院,台東区浅草１−３７−３キヅキビル,
1228,太田歯科医院,台東区清川２−７−１４,
1229,秋山歯科医院,台東区浅草橋１−２７−３谷亀ビル２Ｆ,
1230,磯部歯科医院,台東区寿２−１０−１５田原町ビル８Ｆ,
1231,小松橋歯科,台東区浅草４−３２−６,
1232,渡辺歯科医院,台東区西浅草２−２０−２渡辺歯科ビル２Ｆ,
1233,永田歯科医院,台東区松が谷２−１９−１０ストークプラザ上野松が谷１０１,
1234,川又歯科医院,台東区鳥越１−５−６,
1235,加藤歯科医院,台東区元浅草１−６−７,
1236,湯島おとなこども歯科・矯正歯科,台東区上野１−１３−４ESPERANZA　YUSHIMA　１F・２F,
1237,医療法人ＣＯＳＭＯＳ 御徒町イースト歯科,台東区東上野１−１２−１５山本ビル　１Ｆ,
1238,医療法人社団　剣正会 東上野歯科クリニック,台東区東上野３−１８−７上野駅前ビル３Ｆ,
1239,ひろ歯科医院,台東区根岸３−１３−５るりこうビル１Ｆ,
1240,大田原歯科クリニック,台東区根岸３−１６−１５−１Ｆ,
1241,入谷ひろまつ矯正歯科クリニック,台東区北上野２−２４−９ハイツ北上野１０１,
1242,医療法人社団慶実会 グレースデンタルクリニック城東分院,台東区入谷１−８−１１,
1243,医療法人社団ＫＩＮＤ 上野ミント歯科,台東区東上野２−２３−７宍倉ビル１階,
1244,上野ガーデン歯科クリニック,台東区上野７−９−２ル・リオン上野ステーションコート１０１号,
1245,あきやま歯科医院,台東区台東２−１−９秋葉原デ・プレ１０１,
1246,医療法人社団京山会 上野歯科,台東区上野４−１０−７タツミビル５Ｆ,
1247,高松歯科,台東区根岸１−５−１３深澤ビル２Ｆ,
1248,医療法人社団 悠和会 上野御徒町デンタルクリニック,台東区上野３−２０−８小島ビル７Ｆ,
1249,比留間歯科医院,台東区東上野４−１−５,
1250,手島歯科医院,台東区竜泉１−３３−７,
1251,千葉歯科医院,台東区上野２−１−５大阪屋ビル１Ｆ,
1252,亀井章男歯科医院,台東区台東１−１１−７−２Ｆ,
1253,ひとしデンタルクリニック,台東区上野２−１１−１０小島ビル ２Ｆ,
1254,武田歯科医院,台東区根岸３−３−１アーバンコート根岸２Ｆ,
1255,入谷ひらしま歯科医院,台東区入谷１−２−１ブリックイリヤ１Ｆ,
1256,きたしろ歯科医院,台東区東上野１−７−３フクモトビル１Ｆ,
1257,小坂歯科医院,台東区東上野３−１１−２オルビタールバースビル４Ｆ,
1258,タロウ歯科クリニック,台東区東上野１−１−１Ｏ＆Ｋビル２Ｆ,
1259,笹間歯科医院,台東区上野７−９−１６,
1260,医療法人社団イノコシ歯科医院 イノコシ歯科医院,台東区上野６−３−４フタバビル４Ｆ,
1261,やまなし歯科医院,台東区下谷２−４−１アンダヴァレ三四郎３０１,
1262,Ｋ’ｓ Ｄｅｎｔａｌ,台東区東上野４−８−１ ＴＩＸＴＯＷＥＲ ＵＥＮＯ,
1263,浅田歯科医院,台東区東上野３−３５−５ザ・パークハウス上野レジデンス１０１,
1264,おおくぼ歯科医院,台東区北上野２−８−３,
1265,中島歯科医院,台東区東上野５−８−３マリオン飯島１０１,
1266,中冨歯科,台東区上野３−２３−１１松田ビル２Ｆ,
1267,青木歯科クリニック,台東区東上野１−２４−９奈雲ビル１Ｆ,
1268,脇野歯科クリニック,台東区台東３−２７−１０佐竹ＳＨビル１０１,
1269,葛井歯科医院,台東区東上野４−２７−１２,
1270,柴野歯科医院,台東区北上野１−９−７ＫＳビル２Ｆ,
1271,中島歯科クリニック,台東区台東２−１−３ＫＭセンチュリービル１Ｆ,
1272,小浜歯科医院,台東区根岸５−６−４,
1273,秋山歯科医院,台東区竜泉３−５−４,
1274,富岡矯正歯科,台東区上野７−４−９細田ビル９Ｆ,
1275,岩間歯科医院,台東区竜泉３−１３−６岩間ビル,
1276,山本歯科医院,台東区台東４−２１−２０,
1277,伊藤歯科医院,台東区谷中３−６−１８,
1278,中村歯科医院,台東区台東１−３−２,
1279,奥沢歯科医院,台東区松が谷４−２７−１５ストーク松が谷２Ｆ,
1280,デンタルクリニック根岸,台東区根岸５−１３−９帝都ビル１０１,
1281,ほそごし歯科,台東区池之端２−８−１８,
1282,佐古歯科,台東区上野３−１５−９深井ビル１Ｆ,
1283,昭和通り歯科,台東区上野５−５−８第７協立ビル３Ｆ,
1284,キンヤ歯科クリニック,台東区下谷３−８−９ＤＲホームズ上野２Ｆ,
1285,亀井歯科クリニック,台東区台東１−３１−１０−２０２,
1286,医療法人社団松高会 松下歯科医院,台東区上野２−１１−６黒澤ビル,
1287,河合歯科医院,台東区松が谷４−２６−１５,
1288,小森歯科医院,台東区東上野３−１９−１５小森ビル,
1289,おおと歯科医院,台東区台東３−４０−１０大畑ビル２Ｆ,
1290,大谷歯科クリニック,台東区下谷２−３−２ルックハイツうぐいす谷１Ｆ,
1291,山口歯科医院,台東区北上野２−１２−１１,
1292,高橋歯科,台東区東上野３−２１−７福井ビル,
1293,医療法人社団　志浩会 理浩歯科クリニック,台東区東上野１−２−１３カーニープレイス新御徒町３Ｆ,
1294,佐藤歯科医院,台東区東上野１−１５−３佐藤ビル１階,
1295,永井歯科クリニック,台東区谷中１−１−１８シャトー根津１Ｆ,
1296,医療法人社団眞慈会 鈴木歯科,台東区東上野３−３５−１鈴木ビル,
1297,のがみ歯科,台東区台東１−１７−８,
1298,高須歯科医院,台東区入谷１−１８−５入谷日伸ハイツ２Ｆ,
1299,小野沢歯科医院,台東区谷中５−８−２,
1300,小林歯科,台東区上野６−１４−４富坂ビル４Ｆ,
1301,江里口歯科医院,台東区入谷１−１１−１１,
1302,坂本歯科医院,台東区上野桜木１−１１−１２,
1303,小野歯科医院,台東区下谷２−１２−７,
1304,大久保歯科医院,台東区東上野１−４−３,
1305,玉野歯科医院,台東区台東４−１９−１５,
1306,ショージ歯科,台東区上野１−１８−１ＴＳビル６Ｆ,
1307,向津歯科医院,台東区東上野４−２７−８,
1308,医療法人社団悠和会 マツザカヤデンタルクリニック,台東区上野３—２９—５松坂屋上野店８Ｆ,
1309,山本歯科医院,台東区上野１−１４−２山本ビル,
1310,根日屋歯科医院,台東区台東３−４−４根日屋建築不動産ビル４Ｆ,
1311,橋本歯科医院,台東区根岸５−１７−６ＴＳタシカ屋ビル２Ｆ,
1312,河野歯科医院,台東区台東３−１９−４,
1313,森本歯科医院,台東区竜泉３−２−１,
1314,遠藤歯科医院,台東区上野５−１４−４,
1315,稲富歯科,台東区東上野１−１８−６稲富ビル,
1316,松田歯科医院,台東区上野４−９−３小出ビル２Ｆ,
1317,パストラル歯科,台東区上野１−３−２上野パストラルビル４F,
1318,熊谷歯科医院,東京都墨田区八広3-39-5-102,
1319,曳舟デンタルクリニック,墨田区東向島２−１６−１４ナンカイⅡ２０１,
1320,熊谷歯科医院,墨田区八広３−３９−５ライオンズマンション墨田１０２,
1321,みよし歯科クリニック,墨田区東向島３−３０−７キャステルフォールオノ１Ｆ,
1322,石渡歯科クリニック,墨田区京島１−３５−９マークゼロワン曳舟１Ｆ,
1323,酒井歯科医院,墨田区東向島５−３−１０,
1324,すが歯科クリニック曳舟,墨田区京島１−２０−７小野内ビル１Ｆ,
1325,たむら歯科,墨田区墨田１−１５−１５ライオンズプラザ東向島１０１,
1326,医療法人社団同志会 原歯科医院,墨田区東向島５−３６−８,
1327,ヒロデンタルクリニック,墨田区東向島５−２８−２,
1328,医療法人社団桜ゆう会 おおさわ歯科クリニック,墨田区八広１−２２−６アルシオンＫ１０１,
1329,北村歯科クリニック,墨田区堤通２−７−１０東白鬚第２マンション１０３,
1330,アップル歯科,墨田区東向島２−３４−１８東向島サニーホームズ１０２号室,
1331,てらだ歯科クリニック,墨田区東向島２−８−１７,
1332,鴨川歯科クリニック,墨田区立花２−２５−１０ユニックス橘Ａ−１０１,
1333,紀（ノリ）デンタルクリニック,墨田区東向島３−２−１３イナバビル１Ｆ,
1334,おおひら歯科医院,墨田区八広２−５−３,
1335,はらい川歯科医院,墨田区八広４−３０−５,
1336,田中歯科医院,墨田区押上３−４９−７,
1337,野口歯科クリニック,墨田区立花５−２４−１１柳ビル２Ｆ,
1338,田口歯科医院,墨田区東向島４−３１−２,
1339,重井歯科医院,墨田区墨田２−１０−２０スミダコーポ１Ｆ,
1340,松澤歯科医院,墨田区墨田２−３３−１,
1341,医療法人社団修和会 鐘ヶ淵歯科,墨田区墨田４−９−１−２Ｆ,
1342,たましげ歯科,墨田区堤通１−１１−１５−１０１アーバンヒル,
1343,平野歯科,墨田区八広４−４８−５エコーピアビル,
1344,今井歯科医院,墨田区東向島２−３２−２３,
1345,のかりや歯科,墨田区東向島２−４７−１３第８安井ビル２０１,
1346,黒田歯科医院,墨田区京島３−２０−１４長嶋ビル２Ｆ,
1347,青沼歯科,墨田区東向島５−４１−５,
1348,今津歯科医院,墨田区東向島１−３５−１０コスモ東向島１０１,
1349,きたふさ歯科医院,墨田区八広６−８−２−２F,
1350,吉澤歯科クリニック,墨田区立花２−８−３,
1351,大川歯科医院,墨田区押上３−２５−１６,
1352,坂田歯科医院,墨田区東向島５−１１−２,
1353,タロー歯科,墨田区八広２−４９−１６,
1354,上野歯科医院,墨田区京島１−１８−６,
1355,新井歯科医院,墨田区東向島１−２８−１２向島リリエンハイム１０１,
1356,おそざわ歯科,墨田区京島２−１７−１２,
1357,いまい歯科医院,墨田区東向島６−９−１０内海ビル２Ｆ,
1358,タカダ歯科医院,墨田区東向島３−１０−９,
1359,おおくぼ歯科医院,墨田区京島３−１０−１０−２Ｆ,
1360,仲井歯科医院,墨田区東向島１−３２−７,
1361,医療法人社団潤泉会 中島歯科医院,墨田区立花１−２３−５−１０４サンタウン立花,
1362,三好歯科医院,墨田区京島３−２０−８,
1363,関谷歯科医院,墨田区八広１−４２−６,
1364,宮奈歯科,墨田区立花１−１５−４,
1365,中西歯科医院,墨田区京島１−３９−１曵舟ビューハイツ１１５,
1366,香川歯科医院,墨田区立花２−５−７,
1367,山本歯科医院,墨田区墨田１−１−１,
1368,遠藤歯科医院,墨田区立花５−２６−１０,
1369,八広歯科,墨田区八広６−５８−９,
1370,大越歯科クリニック,墨田区立花３−１−２ルミエール立花１Ｆ,
1371,難波歯科医院,墨田区八広６−３６−１,
1372,根本歯科医院,墨田区八広２−５４−１８,
1373,彰美歯科医院,墨田区東向島２−４９−１３,
1374,小林歯科医院,墨田区京島３−６２−２,
1375,亀谷歯科医院,墨田区押上３−４２−６,
1376,山本歯科,墨田区押上３−４２−９,
1377,難波歯科医院,墨田区押上３−２１−４,
1378,武内歯科医院,墨田区京島３−４９−１６,
1379,木村歯科医院,墨田区京島１−２４−６,
1380,医療法人社団幸寿会 にしざわ歯科医院,墨田区墨田２−８−１２,
1381,たかはら歯科医院,墨田区太平１−１９−８中澤ビル　１F,
1382,なりひら歯科医院,墨田区業平３−６−６中西ビル２Ｆ,
1383,間宮歯科医院,墨田区横川４−１−８,
1384,なかや歯科クリニック,墨田区横川４−１２−２ジュウエル錦糸町１０１,
1385,岩崎歯科医院,墨田区錦糸３−５−１錦糸町北口ビル２階,
1386,錦糸町駅ビル歯科クリニック,墨田区江東橋３−１４−５テルミナ６Ｆ,
1387,原歯科医院,墨田区太平２−１５−１,
1388,荒木歯科医院,墨田区向島１−１４−３,
1389,医療法人社団緑豊会 おおにしデンタルクリニック,墨田区菊川１−１０−６ナチュラルストリーム１F,
1390,桜ばし歯科,墨田区押上１−１５−７ツリーフロントビル２F,
1391,医療法人社団康歯院 ライフ錦糸町歯科クリニック,墨田区錦糸１−５−１４サンヨー堂錦糸ビル１Ｆ,
1392,かほる歯科クリニック,墨田区菊川３−１４−８アトゥール・ケイ１Ｆ,
1393,くにまつ歯科医院,墨田区緑４−８−９,
1394,正慶歯科医院,墨田区太平１−５−１,
1395,シマダ歯科クリニック,墨田区押上１−２４−１第８北澤ビル１Ｆ,
1396,伊東歯科医院,墨田区錦糸２−５−２青木アコビル２Ｆ,
1397,医療法人社団憲風会 プロ矯正歯科,墨田区江東橋２−１１−５河口ビル２Ｆ,
1398,髙石歯科クリニック,墨田区業平１−１７−１ＯＭビル１Ｆ,
1399,森下駅前歯科クリニック,墨田区立川１−１−１アイヒルズ森下２０１,
1400,松田歯科医院,墨田区亀沢１−１２−９,
1401,医療法人社団広生会 安田歯科医院,墨田区吾妻橋３−３−５,
1402,武井歯科医院,墨田区江東橋４−９−４,
1403,島村歯科医院,墨田区立川１−１４−３,
1404,栗原歯科医院,墨田区向島３−１−７,
1405,おかやす歯科医院,墨田区亀沢３−４−１０墨東マンション１０２,
1406,草柳歯科医院,墨田区吾妻橋２−１−１ビラ畑野１Ｆ,
1407,うが歯科医院,墨田区緑２−１９−３Ｔ＆Ｋビル１Ｆ,
1408,医療法人社団新生会 市川歯科医院,墨田区錦糸１−４−１４長嶋ビル３Ｆ,
1409,はたやま歯科医院,墨田区太平１−１６−７馬場ビル１Ｆ,
1410,北村歯科医院,墨田区横川４−１１−１１,
1411,あづま橋歯科クリニック,墨田区吾妻橋２−３−１２,
1412,しもとり歯科医院,墨田区亀沢３−２０−１３グランドメゾン両国１０１,
1413,医療法人社団長岡会 長岡歯科医院,墨田区東駒形３−１８−８長岡ビル,
1414,岩竹医院歯科,墨田区向島５−４３−１２,
1415,浅野歯科医院,墨田区両国４−３１−１４アジアビル１Ｆ,
1416,北川歯科医院,墨田区両国２−１７−３両国高橋ビル１Ｆ,
1417,医療法人社団丸山会 丸山歯科医院,墨田区菊川３−１６−１３,
1418,とがわ歯科医院,墨田区本所４−１−３宮地ハイツ２Ｆ,
1419,ほり川デンタルクリニック,墨田区太平４−６−１７シェグランほり川１０４,
1420,しのざき歯科医院,墨田区東駒形３−５−１４,
1421,鈴木歯科クリニック,墨田区吾妻橋１−１９−８−１０３,
1422,柾谷歯科医院,墨田区菊川２−１０−１１,
1423,桜井歯科医院,墨田区向島３−４３−１０,
1424,あべ歯科医院,墨田区太平３−１８−１タマビル１Ｆ,
1425,戸嶋歯科医院,墨田区錦糸３−１１−１,
1426,山田歯科医院,墨田区両国３−１６−３−１０１,
1427,小西歯科クリニック,墨田区東駒形３−１−２本田ビル１Ｆ,
1428,岡田歯科医院,墨田区両国２−１０−５東繊ビル２Ｆ,
1429,小笠原歯科医院,墨田区江東橋２−１５−６ファーストビル２Ｆ,
1430,なかの歯科医院,墨田区石原２−１５−９交楽堂ビル２Ｆ,
1431,吉江歯科医院,墨田区向島１−１１−１０,
1432,医療法人社団スマイルプラス 宇田川歯科医院,墨田区太平３−４−８グレイスＭＭ２Ｆ,
1433,湯沢歯科クリニック,墨田区吾妻橋３−７−５湯沢クリニックビル１Ｆ,
1434,石井歯科医院,墨田区石原２−２−８露崎ビル１Ｆ,
1435,篠塚歯科医院,墨田区東駒形１−１９−７,
1436,蛭間歯科クリニック,墨田区両国２−２０−１２−Ａライオンズステーションプラザ両国１Ｆ,
1437,医療法人社団錦歯会 あらかわ矯正歯科,墨田区錦糸１−４−１３金友堂ビル６Ｆ,
1438,小倉歯科,墨田区江東橋４−１６−５,
1439,かんべ歯科医院,墨田区太平１−２２−２,
1440,イズミ歯科,墨田区業平４−１０−６和泉ビル２Ｆ,
1441,押上歯科医院,墨田区業平２−１７−６,
1442,医療法人社団ＴＥＩＳ 中沢歯科医院,墨田区錦糸３−５−８ソアビル５Ｆ,
1443,岡本歯科医院,墨田区業平４−４−８,
1444,長根歯科医院,墨田区江東橋３−１４−１０山本ビル４Ｆ,
1445,加藤歯科医院,墨田区本所１−１３−２４片原ビル３０１,
1446,斉藤歯科医院,墨田区石原１−２２−３,
1447,大島歯科医院,墨田区石原２−１３−１田中ビル　１F,
1448,浜本歯科医院,墨田区緑２−１５−１７,
1449,墨田歯科診療所,墨田区東駒形４−２０−４,
1450,上竹歯科医院,墨田区向島１−５−７,
1451,斉藤歯科医院,墨田区業平５−７−６,
1452,アルカイースト歯科クリニック,墨田区錦糸３−２−１アルカイースト３Ｆ,
1453,寺岡歯科医院,墨田区向島２−１０−５ＭＳＪ２０００ １Ｆ,
1454,公益財団法人 がん研究会 がん研究所病理部がん研有明病院細胞診断部,江東区有明３−８−３１がん研究所３Ｆ,
1455,医療法人社団　貴成会 フジイ歯科医院,江東区辰巳１−２−９−１１１都営辰巳アパート　１１１号,
1456,天白会 有明ガーデン歯科クリニック,江東区有明２−１−７有明ガーデンモール＆スパ　１F,
1457,本内歯科クリニック,江東区亀戸７−４１−１１金森マンション　１階,
1458,幸阪歯科,江東区平野１−１４−２１−５０１,
1459,ＴＨＲＥＥ歯科・矯正歯科,江東区東陽１−２５−１東陽１丁目ビル１Ｆ,
1460,おおじま矯正歯科クリニック,江東区大島８−５−２N&Hビル３F,
1461,山田歯科医院,江東区門前仲町２−６−２幸栄ビル３Ｆ,
1462,砂町北歯科,江東区北砂３−３６−１８鈴木ビル１Ｆ,
1463,ケンデンタルクリニック,江東区永代１−１４−２８パレス芙蓉１Ｆ,
1464,住吉ミモザ歯科・矯正歯科,江東区猿江１−３−７パーク・ノヴァ猿江恩賜公園１０１,
1465,門前仲町おやま歯科,江東区永代２−３４—１１プラネットファースト１F,
1466,オーデンタルケアクリニック,江東区亀戸６−５７−２０Ｆｕｊｉｓａｋｉ　Ｋａｍｅｉｄｏ東口ビル２Ｆ,
1467,恵愛歯科　豊洲診療所,江東区豊洲３−５−３豊洲レジデンス１階,
1468,アロハ歯科クリニック,江東区牡丹３−３０−３高橋ビル１階,
1469,医療法人社団　一佳会 きたはら歯科,江東区深川１−９−１０小西ビル２０１,
1470,リモール歯科医院,江東区亀戸４−１８−２０モンテローザ大久保１Ｆ,
1471,梅田歯科医院,江東区大島７−１−１８ドウマンエスポワール２０１,
1472,あいざわ歯科医院,江東区亀戸２−３２−４モン・ヴィーニュ１０１号,
1473,ロータス歯科医院,江東区牡丹１−１４−２,
1474,さとう歯科クリニック,江東区大島６−２１−８大島ロイヤルマンション別館１０２,
1475,まつだ歯科,江東区北砂７−４−２渡辺ビル１Ｆ,
